kind,i,p,j,k,w,dist_m,es_existente,name,value,uid_i,uid_p,cluster_i,cluster_p
I,40.0,,,,353.8372109792084,,,,,41.0,,0.0,
I,41.0,,,,136.2484176183011,,,,,42.0,,3.0,
I,42.0,,,,8.983098037881982,,,,,43.0,,1.0,
I,43.0,,,,71.19058847250665,,,,,44.0,,3.0,
I,44.0,,,,58.20816740255586,,,,,45.0,,1.0,
I,45.0,,,,262.0563679107267,,,,,46.0,,0.0,
I,46.0,,,,88.14329315039792,,,,,47.0,,1.0,
I,47.0,,,,616.3458173579479,,,,,48.0,,3.0,
I,48.0,,,,265.90596118348924,,,,,49.0,,0.0,
I,49.0,,,,91.67223620040039,,,,,50.0,,0.0,
I,50.0,,,,385.4154362526329,,,,,52.0,,0.0,
I,51.0,,,,285.50893250251,,,,,53.0,,2.0,
I,52.0,,,,783.9173919060046,,,,,54.0,,3.0,
I,53.0,,,,110.26095294542897,,,,,55.0,,0.0,
I,54.0,,,,148.13061310235045,,,,,56.0,,1.0,
I,55.0,,,,292.60483279044365,,,,,57.0,,1.0,
I,56.0,,,,234.60634245478394,,,,,59.0,,1.0,
I,57.0,,,,82.0834232625071,,,,,60.0,,1.0,
I,58.0,,,,47.188184194195166,,,,,61.0,,1.0,
I,59.0,,,,145.05111632494976,,,,,62.0,,1.0,
I,60.0,,,,163.84928461053082,,,,,63.0,,2.0,
I,61.0,,,,70.28821371224511,,,,,64.0,,0.0,
I,62.0,,,,57.52207161829375,,,,,65.0,,1.0,
I,63.0,,,,106.99547610780714,,,,,66.0,,2.0,
I,64.0,,,,82.63067906600037,,,,,67.0,,0.0,
I,65.0,,,,105.07952921400687,,,,,68.0,,0.0,
I,66.0,,,,116.16597936416989,,,,,69.0,,1.0,
I,67.0,,,,247.88812482337033,,,,,70.0,,1.0,
I,68.0,,,,61.63947344661929,,,,,71.0,,0.0,
I,69.0,,,,134.54601038636605,,,,,72.0,,1.0,
I,70.0,,,,54.101056563770754,,,,,73.0,,0.0,
I,71.0,,,,74.12824009456956,,,,,74.0,,0.0,
I,72.0,,,,141.03222551602568,,,,,75.0,,0.0,
I,73.0,,,,154.28373288128824,,,,,76.0,,1.0,
I,74.0,,,,46.22971407676237,,,,,77.0,,1.0,
I,75.0,,,,132.01013898584154,,,,,78.0,,0.0,
I,76.0,,,,41.48602487005648,,,,,79.0,,1.0,
I,77.0,,,,233.23228270843376,,,,,80.0,,1.0,
I,78.0,,,,371.72198961099303,,,,,81.0,,0.0,
I,79.0,,,,79.84868912563878,,,,,82.0,,1.0,
I,80.0,,,,48.15369791654983,,,,,83.0,,0.0,
I,81.0,,,,38.29552173939311,,,,,84.0,,0.0,
I,82.0,,,,10.04437076223763,,,,,85.0,,2.0,
I,83.0,,,,1.5316318611275728,,,,,86.0,,0.0,
I,84.0,,,,53.76428733641572,,,,,87.0,,2.0,
I,85.0,,,,116.28864440035542,,,,,88.0,,1.0,
I,86.0,,,,383.06023038066076,,,,,89.0,,0.0,
I,87.0,,,,40.11544613759928,,,,,91.0,,1.0,
I,88.0,,,,81.24582526011697,,,,,92.0,,0.0,
I,89.0,,,,28.655140366182344,,,,,93.0,,1.0,
I,90.0,,,,87.67749003850905,,,,,95.0,,1.0,
I,91.0,,,,437.2370845098195,,,,,96.0,,1.0,
I,92.0,,,,63.611369062044716,,,,,97.0,,3.0,
I,93.0,,,,447.41362664159067,,,,,99.0,,0.0,
I,94.0,,,,265.22922861722645,,,,,100.0,,0.0,
I,95.0,,,,57.44307698512356,,,,,101.0,,1.0,
I,96.0,,,,135.77122402747193,,,,,102.0,,3.0,
I,97.0,,,,77.13934242041331,,,,,103.0,,0.0,
I,98.0,,,,151.57688087435955,,,,,104.0,,1.0,
I,99.0,,,,83.67376317710142,,,,,105.0,,0.0,
I,100.0,,,,344.0168934892591,,,,,106.0,,1.0,
I,101.0,,,,267.4433704490826,,,,,107.0,,0.0,
I,102.0,,,,647.0677066639852,,,,,108.0,,1.0,
I,103.0,,,,108.14011799257966,,,,,109.0,,0.0,
I,104.0,,,,75.16751492317401,,,,,110.0,,1.0,
I,105.0,,,,58.89040922531422,,,,,111.0,,2.0,
I,106.0,,,,133.03445720797933,,,,,112.0,,1.0,
I,107.0,,,,11.633438642100417,,,,,113.0,,3.0,
I,108.0,,,,29.918468866359984,,,,,114.0,,1.0,
I,109.0,,,,400.3189009080396,,,,,115.0,,0.0,
I,110.0,,,,188.8116165497853,,,,,116.0,,1.0,
I,111.0,,,,30.704481936092236,,,,,117.0,,0.0,
I,112.0,,,,23.461733060569877,,,,,118.0,,0.0,
I,113.0,,,,33.72656189930623,,,,,119.0,,1.0,
I,114.0,,,,111.13326855667013,,,,,120.0,,0.0,
I,115.0,,,,156.23897829395767,,,,,121.0,,3.0,
I,116.0,,,,95.08612040580081,,,,,122.0,,0.0,
I,117.0,,,,130.56333014903464,,,,,123.0,,0.0,
I,118.0,,,,124.91872572172727,,,,,124.0,,1.0,
I,119.0,,,,132.1313575916588,,,,,125.0,,1.0,
I,120.0,,,,36.95166592250914,,,,,126.0,,0.0,
I,121.0,,,,142.71700757741962,,,,,128.0,,1.0,
I,122.0,,,,79.92001330179103,,,,,129.0,,1.0,
I,123.0,,,,533.5022308472024,,,,,130.0,,1.0,
I,124.0,,,,133.2253549897213,,,,,131.0,,0.0,
I,125.0,,,,129.91653328529733,,,,,132.0,,0.0,
I,126.0,,,,238.86956070840594,,,,,133.0,,1.0,
I,127.0,,,,36.73926128328714,,,,,134.0,,2.0,
I,128.0,,,,158.87231211140275,,,,,135.0,,0.0,
I,129.0,,,,24.5065745134686,,,,,136.0,,1.0,
I,130.0,,,,229.5016262404613,,,,,137.0,,3.0,
I,131.0,,,,338.7267923267727,,,,,138.0,,1.0,
I,132.0,,,,21.542646983076942,,,,,139.0,,1.0,
I,133.0,,,,4.459283739330074,,,,,140.0,,0.0,
I,134.0,,,,102.47620299109975,,,,,141.0,,1.0,
I,135.0,,,,126.23523075110496,,,,,142.0,,0.0,
I,136.0,,,,85.79960700258601,,,,,143.0,,0.0,
I,137.0,,,,182.47028185750946,,,,,144.0,,1.0,
I,138.0,,,,527.5116088004692,,,,,145.0,,1.0,
I,139.0,,,,122.6557521065025,,,,,146.0,,1.0,
I,140.0,,,,11.675560653138604,,,,,147.0,,0.0,
I,141.0,,,,196.2265896420306,,,,,148.0,,1.0,
I,142.0,,,,164.61899992255107,,,,,149.0,,1.0,
I,143.0,,,,14.14067096102682,,,,,150.0,,0.0,
I,144.0,,,,44.79601815050969,,,,,151.0,,3.0,
I,145.0,,,,117.74027672262928,,,,,152.0,,1.0,
I,146.0,,,,91.31661249101583,,,,,153.0,,0.0,
I,147.0,,,,105.77096644478549,,,,,155.0,,0.0,
I,148.0,,,,273.9291470740995,,,,,156.0,,0.0,
I,149.0,,,,84.66453962014894,,,,,157.0,,0.0,
I,150.0,,,,462.63674575930645,,,,,158.0,,0.0,
I,151.0,,,,94.74614997307562,,,,,159.0,,0.0,
I,152.0,,,,79.11654478086429,,,,,160.0,,0.0,
I,153.0,,,,48.04164732370807,,,,,161.0,,0.0,
I,154.0,,,,275.3098768537062,,,,,162.0,,0.0,
I,155.0,,,,23.4092647039553,,,,,163.0,,1.0,
I,156.0,,,,15.236447773654536,,,,,164.0,,1.0,
I,157.0,,,,207.9277804519972,,,,,166.0,,0.0,
I,158.0,,,,4.5105430835830065,,,,,167.0,,1.0,
I,159.0,,,,85.75703484039317,,,,,168.0,,0.0,
I,160.0,,,,35.28451923265897,,,,,169.0,,0.0,
I,161.0,,,,106.24224121790995,,,,,170.0,,1.0,
I,162.0,,,,214.8897796226574,,,,,171.0,,1.0,
I,163.0,,,,423.796999294994,,,,,172.0,,0.0,
I,164.0,,,,59.5602714946469,,,,,173.0,,0.0,
I,165.0,,,,31.813695957775707,,,,,174.0,,0.0,
I,166.0,,,,41.73483491464296,,,,,176.0,,0.0,
I,167.0,,,,58.19949621148775,,,,,177.0,,3.0,
I,168.0,,,,30.844721343141458,,,,,178.0,,0.0,
I,169.0,,,,157.40695596961163,,,,,179.0,,1.0,
I,170.0,,,,37.00420035855443,,,,,180.0,,1.0,
I,171.0,,,,354.19195279988674,,,,,181.0,,0.0,
I,172.0,,,,163.4967393711052,,,,,182.0,,1.0,
I,173.0,,,,56.89908895635101,,,,,183.0,,1.0,
I,174.0,,,,27.75622227830665,,,,,184.0,,1.0,
I,175.0,,,,15.161611664340525,,,,,185.0,,0.0,
I,176.0,,,,201.0998701371181,,,,,186.0,,0.0,
I,177.0,,,,261.44548320024364,,,,,187.0,,1.0,
I,178.0,,,,84.05236639480432,,,,,188.0,,1.0,
I,179.0,,,,33.492996748417156,,,,,189.0,,1.0,
I,180.0,,,,99.07760556547561,,,,,190.0,,0.0,
I,181.0,,,,112.42481551916693,,,,,191.0,,0.0,
I,182.0,,,,8.030515224416721,,,,,192.0,,1.0,
I,183.0,,,,130.02734868324532,,,,,193.0,,1.0,
I,184.0,,,,78.89068120524439,,,,,194.0,,0.0,
I,185.0,,,,185.76085416416709,,,,,195.0,,2.0,
I,186.0,,,,121.60614731109919,,,,,196.0,,0.0,
I,187.0,,,,112.81684164510654,,,,,197.0,,0.0,
I,188.0,,,,229.29888372646616,,,,,198.0,,0.0,
I,189.0,,,,77.9217261166206,,,,,199.0,,1.0,
I,190.0,,,,147.92660222508502,,,,,200.0,,0.0,
I,191.0,,,,95.03484540891061,,,,,201.0,,1.0,
I,192.0,,,,49.30308343576645,,,,,202.0,,1.0,
I,193.0,,,,39.30520857156351,,,,,203.0,,1.0,
I,194.0,,,,26.86995165189588,,,,,204.0,,1.0,
I,195.0,,,,52.869932613057145,,,,,205.0,,1.0,
I,196.0,,,,81.07568371052787,,,,,206.0,,0.0,
I,197.0,,,,179.7161586024929,,,,,207.0,,2.0,
I,198.0,,,,347.4335387920944,,,,,208.0,,0.0,
I,199.0,,,,16.33805700661951,,,,,209.0,,1.0,
I,200.0,,,,49.07142865750116,,,,,210.0,,0.0,
I,201.0,,,,419.38189970618976,,,,,211.0,,1.0,
I,202.0,,,,189.3246357237631,,,,,212.0,,0.0,
I,203.0,,,,97.25117134976225,,,,,213.0,,0.0,
I,204.0,,,,56.96412531191016,,,,,214.0,,0.0,
I,205.0,,,,266.7016771666399,,,,,215.0,,0.0,
I,206.0,,,,9.091928956238709,,,,,217.0,,2.0,
I,207.0,,,,51.676670158831186,,,,,218.0,,1.0,
I,208.0,,,,71.40055038777345,,,,,219.0,,0.0,
I,209.0,,,,180.9242804427927,,,,,220.0,,0.0,
I,210.0,,,,90.60490759113084,,,,,221.0,,0.0,
I,211.0,,,,135.40138509910102,,,,,223.0,,0.0,
I,212.0,,,,13.420341983091497,,,,,224.0,,1.0,
I,213.0,,,,85.9834634008964,,,,,225.0,,1.0,
I,214.0,,,,60.095239104933924,,,,,226.0,,1.0,
I,215.0,,,,78.56905412723712,,,,,227.0,,1.0,
I,216.0,,,,60.60351226696793,,,,,228.0,,0.0,
I,217.0,,,,41.057011851387045,,,,,229.0,,1.0,
I,218.0,,,,32.60186238650341,,,,,230.0,,1.0,
I,219.0,,,,85.34698153976252,,,,,231.0,,0.0,
I,220.0,,,,88.6029361433609,,,,,232.0,,3.0,
I,221.0,,,,35.605473227061246,,,,,233.0,,0.0,
I,222.0,,,,35.21078495782905,,,,,234.0,,0.0,
I,223.0,,,,941.4929339770912,,,,,235.0,,1.0,
I,224.0,,,,334.93669224510654,,,,,236.0,,3.0,
I,225.0,,,,61.1809447581131,,,,,237.0,,1.0,
I,226.0,,,,75.38461766582382,,,,,238.0,,0.0,
I,227.0,,,,331.6760009807047,,,,,239.0,,3.0,
I,228.0,,,,40.196655749701726,,,,,240.0,,1.0,
I,229.0,,,,84.35840277613498,,,,,241.0,,0.0,
I,230.0,,,,100.61317666507446,,,,,242.0,,0.0,
I,231.0,,,,16.912565303947822,,,,,243.0,,1.0,
I,232.0,,,,32.681589829484416,,,,,244.0,,2.0,
I,233.0,,,,99.99688484268272,,,,,245.0,,0.0,
I,234.0,,,,92.63070462427335,,,,,246.0,,0.0,
I,235.0,,,,137.98548615005825,,,,,247.0,,0.0,
I,236.0,,,,183.55530762202625,,,,,248.0,,3.0,
I,237.0,,,,943.0719922931253,,,,,249.0,,0.0,
I,238.0,,,,26.375335682311572,,,,,250.0,,1.0,
I,239.0,,,,282.8621125637381,,,,,251.0,,1.0,
I,240.0,,,,125.2068259383199,,,,,252.0,,2.0,
I,241.0,,,,84.15960493026445,,,,,253.0,,1.0,
I,242.0,,,,131.5384207824034,,,,,254.0,,0.0,
I,243.0,,,,107.88522385905813,,,,,255.0,,0.0,
I,244.0,,,,3.5796789213458506,,,,,256.0,,1.0,
I,245.0,,,,461.92782775843347,,,,,257.0,,1.0,
I,246.0,,,,60.92907631133257,,,,,258.0,,0.0,
I,247.0,,,,308.76049477848375,,,,,259.0,,3.0,
I,248.0,,,,247.468117961778,,,,,260.0,,0.0,
I,249.0,,,,282.7637275971675,,,,,261.0,,0.0,
I,250.0,,,,43.02571320388723,,,,,262.0,,1.0,
I,251.0,,,,4.464092200024329,,,,,263.0,,1.0,
I,252.0,,,,125.88396410148661,,,,,265.0,,2.0,
I,253.0,,,,82.52105597975236,,,,,266.0,,0.0,
I,254.0,,,,121.34472199239296,,,,,267.0,,0.0,
I,255.0,,,,54.70183998817255,,,,,268.0,,0.0,
I,256.0,,,,128.67657136130993,,,,,269.0,,0.0,
I,257.0,,,,6.126527444510291,,,,,271.0,,3.0,
I,258.0,,,,63.02468025305745,,,,,272.0,,0.0,
I,259.0,,,,82.1924175327241,,,,,273.0,,0.0,
I,260.0,,,,59.39822801340408,,,,,274.0,,0.0,
I,261.0,,,,11.554643841883735,,,,,275.0,,1.0,
I,262.0,,,,162.83631183546422,,,,,277.0,,2.0,
I,263.0,,,,142.39403788557192,,,,,278.0,,1.0,
I,264.0,,,,281.14039918071217,,,,,279.0,,0.0,
I,265.0,,,,542.1233863910649,,,,,280.0,,1.0,
I,266.0,,,,149.00995364433032,,,,,281.0,,2.0,
I,267.0,,,,142.72530168717688,,,,,282.0,,0.0,
I,268.0,,,,144.64962471229836,,,,,283.0,,0.0,
I,269.0,,,,112.25853502601402,,,,,284.0,,3.0,
I,270.0,,,,310.06589705597946,,,,,285.0,,1.0,
I,271.0,,,,92.10395528781211,,,,,286.0,,1.0,
I,272.0,,,,519.9801073134759,,,,,287.0,,1.0,
I,273.0,,,,210.7109176485754,,,,,288.0,,1.0,
I,274.0,,,,427.9490838416183,,,,,289.0,,1.0,
I,275.0,,,,10.809017336811058,,,,,290.0,,0.0,
I,276.0,,,,238.6463943295635,,,,,291.0,,0.0,
I,277.0,,,,335.22348220031313,,,,,292.0,,2.0,
I,278.0,,,,131.02812613767898,,,,,293.0,,0.0,
I,279.0,,,,62.99734888572395,,,,,294.0,,1.0,
I,280.0,,,,11.706997399859361,,,,,295.0,,0.0,
I,281.0,,,,183.18638936137052,,,,,296.0,,0.0,
I,282.0,,,,598.1862881765992,,,,,297.0,,3.0,
I,283.0,,,,26.065858388596396,,,,,298.0,,0.0,
I,284.0,,,,56.98056266568539,,,,,299.0,,3.0,
I,285.0,,,,299.2477192889679,,,,,300.0,,2.0,
I,286.0,,,,29.541517490436238,,,,,301.0,,1.0,
I,287.0,,,,85.76728676030275,,,,,302.0,,3.0,
I,288.0,,,,101.52318253926113,,,,,303.0,,2.0,
I,289.0,,,,40.6592111067617,,,,,304.0,,1.0,
I,290.0,,,,72.7014300850149,,,,,305.0,,1.0,
I,291.0,,,,290.13681114386645,,,,,306.0,,0.0,
I,292.0,,,,417.19091899343044,,,,,307.0,,1.0,
I,293.0,,,,92.67902274896733,,,,,308.0,,1.0,
I,294.0,,,,151.1386485345038,,,,,309.0,,2.0,
I,295.0,,,,59.44024983813227,,,,,310.0,,1.0,
I,296.0,,,,29.45219827739202,,,,,311.0,,1.0,
I,297.0,,,,17.144603752097105,,,,,312.0,,1.0,
I,298.0,,,,78.48639209473302,,,,,313.0,,2.0,
I,299.0,,,,382.8148868231407,,,,,314.0,,0.0,
I,300.0,,,,175.90400925517278,,,,,316.0,,0.0,
I,301.0,,,,152.50571842930606,,,,,317.0,,1.0,
I,302.0,,,,65.92697893348323,,,,,318.0,,1.0,
I,303.0,,,,33.973752631694694,,,,,319.0,,2.0,
I,304.0,,,,52.72716319015089,,,,,320.0,,1.0,
I,305.0,,,,44.563132396500926,,,,,322.0,,1.0,
I,306.0,,,,137.55368728342992,,,,,323.0,,1.0,
I,307.0,,,,64.14535033002078,,,,,324.0,,0.0,
I,308.0,,,,91.90743021891164,,,,,325.0,,0.0,
I,309.0,,,,97.31829309402703,,,,,326.0,,1.0,
I,310.0,,,,168.7895463572347,,,,,327.0,,1.0,
I,311.0,,,,71.09395839366591,,,,,328.0,,0.0,
I,312.0,,,,1.7847535607102634,,,,,329.0,,2.0,
I,313.0,,,,16.797557577599413,,,,,330.0,,3.0,
I,314.0,,,,42.30357848271251,,,,,331.0,,1.0,
I,315.0,,,,104.1157578561984,,,,,332.0,,0.0,
I,316.0,,,,86.64707955231032,,,,,333.0,,0.0,
I,317.0,,,,266.1648698285483,,,,,334.0,,3.0,
I,318.0,,,,246.4509458856514,,,,,335.0,,0.0,
I,319.0,,,,125.60241171490672,,,,,336.0,,1.0,
I,320.0,,,,100.20750426415616,,,,,337.0,,2.0,
I,321.0,,,,115.57751661860932,,,,,339.0,,1.0,
I,322.0,,,,381.67212256848063,,,,,340.0,,0.0,
I,323.0,,,,155.10036586504575,,,,,341.0,,1.0,
I,324.0,,,,281.7637452033565,,,,,342.0,,1.0,
I,325.0,,,,25.415899192172503,,,,,343.0,,0.0,
I,326.0,,,,108.52619267377322,,,,,344.0,,3.0,
I,327.0,,,,69.65696029321111,,,,,345.0,,1.0,
I,328.0,,,,134.07468217118645,,,,,346.0,,2.0,
I,329.0,,,,77.20229662125429,,,,,347.0,,3.0,
I,330.0,,,,62.45118867922783,,,,,348.0,,0.0,
I,331.0,,,,60.89237275687544,,,,,349.0,,0.0,
I,332.0,,,,242.45091147775926,,,,,350.0,,2.0,
I,333.0,,,,201.96475621103605,,,,,351.0,,0.0,
I,334.0,,,,78.79671083985849,,,,,352.0,,1.0,
I,335.0,,,,59.77942018790595,,,,,353.0,,1.0,
I,336.0,,,,12.448125911440101,,,,,354.0,,1.0,
I,337.0,,,,80.30143064621208,,,,,355.0,,0.0,
I,338.0,,,,354.8198273761103,,,,,356.0,,1.0,
I,339.0,,,,276.376423099354,,,,,357.0,,2.0,
I,340.0,,,,190.95770616977882,,,,,359.0,,1.0,
I,341.0,,,,35.3522777239162,,,,,360.0,,1.0,
I,342.0,,,,46.91080310517618,,,,,361.0,,1.0,
I,343.0,,,,64.39624021559558,,,,,362.0,,1.0,
I,344.0,,,,114.43647190853416,,,,,363.0,,2.0,
I,345.0,,,,62.16751902105617,,,,,365.0,,1.0,
I,346.0,,,,15.424419888556208,,,,,366.0,,1.0,
I,347.0,,,,120.69329067780396,,,,,367.0,,0.0,
I,348.0,,,,147.41496483760807,,,,,368.0,,2.0,
I,349.0,,,,120.15597078505773,,,,,369.0,,1.0,
I,350.0,,,,35.71117376707277,,,,,370.0,,1.0,
I,351.0,,,,124.06448765244542,,,,,372.0,,0.0,
I,352.0,,,,25.45386859939029,,,,,373.0,,1.0,
I,353.0,,,,81.89651876464667,,,,,374.0,,1.0,
I,354.0,,,,50.662206939226024,,,,,375.0,,0.0,
I,355.0,,,,69.07897650575771,,,,,376.0,,1.0,
I,356.0,,,,99.64904929470323,,,,,377.0,,0.0,
I,357.0,,,,102.4566573190201,,,,,378.0,,0.0,
I,358.0,,,,287.55347417339834,,,,,380.0,,0.0,
I,359.0,,,,71.14289070423429,,,,,381.0,,0.0,
I,360.0,,,,318.3161273315335,,,,,383.0,,1.0,
I,361.0,,,,136.29340913568504,,,,,384.0,,1.0,
I,362.0,,,,26.21507597048631,,,,,386.0,,0.0,
I,363.0,,,,37.79319653802026,,,,,387.0,,0.0,
I,364.0,,,,83.17203048314994,,,,,388.0,,1.0,
I,365.0,,,,38.34437974645124,,,,,389.0,,0.0,
I,366.0,,,,552.354513925194,,,,,390.0,,1.0,
I,367.0,,,,10.722430023258966,,,,,392.0,,1.0,
I,368.0,,,,89.16020044298817,,,,,393.0,,1.0,
I,369.0,,,,219.5471393192119,,,,,394.0,,0.0,
I,370.0,,,,132.3661167162197,,,,,395.0,,0.0,
I,371.0,,,,66.08521033771721,,,,,396.0,,0.0,
I,372.0,,,,276.64387453984966,,,,,397.0,,1.0,
I,373.0,,,,5.361215011629483,,,,,398.0,,1.0,
I,374.0,,,,244.2696438295504,,,,,399.0,,1.0,
I,375.0,,,,100.09447289731729,,,,,401.0,,2.0,
I,376.0,,,,54.26905937784546,,,,,402.0,,3.0,
I,377.0,,,,1250.6101161317326,,,,,403.0,,0.0,
I,378.0,,,,17.808437458908507,,,,,404.0,,0.0,
I,379.0,,,,24.188047152387647,,,,,405.0,,1.0,
I,380.0,,,,151.20731184586649,,,,,406.0,,1.0,
I,381.0,,,,69.12026293578516,,,,,407.0,,1.0,
I,382.0,,,,83.82786706632872,,,,,408.0,,1.0,
I,383.0,,,,164.59732657208792,,,,,409.0,,1.0,
I,384.0,,,,78.02862924138925,,,,,410.0,,0.0,
I,385.0,,,,61.080509506872865,,,,,411.0,,0.0,
I,386.0,,,,26.03894219872288,,,,,412.0,,1.0,
I,387.0,,,,114.36324163573971,,,,,413.0,,0.0,
I,388.0,,,,62.88949922011059,,,,,414.0,,0.0,
I,389.0,,,,137.90027735237817,,,,,415.0,,1.0,
I,390.0,,,,113.27846833175458,,,,,416.0,,1.0,
I,391.0,,,,53.07016510700776,,,,,417.0,,1.0,
I,392.0,,,,216.62855310240388,,,,,418.0,,1.0,
I,393.0,,,,88.85185696519804,,,,,419.0,,0.0,
I,394.0,,,,270.0256769080947,,,,,420.0,,1.0,
I,395.0,,,,32.29308980912632,,,,,421.0,,0.0,
I,396.0,,,,65.73940697508453,,,,,422.0,,0.0,
I,397.0,,,,64.91624729821336,,,,,424.0,,0.0,
I,398.0,,,,103.31785984472535,,,,,425.0,,0.0,
I,399.0,,,,165.91618339847267,,,,,426.0,,2.0,
I,400.0,,,,99.38167294986376,,,,,427.0,,0.0,
I,401.0,,,,206.76762122440752,,,,,428.0,,0.0,
I,402.0,,,,48.44478254584545,,,,,429.0,,0.0,
I,403.0,,,,3034.1242863917046,,,,,430.0,,1.0,
I,404.0,,,,41.54118279772899,,,,,431.0,,0.0,
I,405.0,,,,24.598413217984493,,,,,432.0,,3.0,
I,406.0,,,,236.2279024863551,,,,,433.0,,0.0,
I,407.0,,,,61.36955153335234,,,,,434.0,,0.0,
I,408.0,,,,97.29706303833683,,,,,435.0,,1.0,
I,409.0,,,,29.80486598530931,,,,,436.0,,1.0,
I,410.0,,,,44.78136406878894,,,,,437.0,,0.0,
I,411.0,,,,82.19772840421382,,,,,438.0,,1.0,
I,412.0,,,,256.2034032965305,,,,,439.0,,0.0,
I,413.0,,,,87.76535650274194,,,,,440.0,,1.0,
I,414.0,,,,13.616106325104376,,,,,441.0,,1.0,
I,415.0,,,,151.78443186611665,,,,,442.0,,1.0,
I,416.0,,,,9.049806520879368,,,,,443.0,,1.0,
I,417.0,,,,9.932118844195912,,,,,444.0,,1.0,
I,418.0,,,,247.3922729827292,,,,,445.0,,3.0,
I,419.0,,,,146.59992801542563,,,,,446.0,,0.0,
I,420.0,,,,34.99967552969655,,,,,447.0,,1.0,
I,421.0,,,,162.20664336682606,,,,,448.0,,1.0,
I,422.0,,,,38.561988160958755,,,,,449.0,,0.0,
I,423.0,,,,42.691424131014735,,,,,450.0,,0.0,
I,424.0,,,,70.4572384283411,,,,,451.0,,2.0,
I,425.0,,,,35.28312136202,,,,,452.0,,0.0,
I,426.0,,,,104.35523351963523,,,,,453.0,,0.0,
I,427.0,,,,484.65460864911563,,,,,454.0,,0.0,
I,428.0,,,,33.926514580547156,,,,,455.0,,1.0,
I,429.0,,,,157.81949201501914,,,,,456.0,,0.0,
I,430.0,,,,46.543528095256846,,,,,457.0,,0.0,
I,431.0,,,,168.0964780236145,,,,,458.0,,3.0,
I,432.0,,,,126.61397151400291,,,,,459.0,,1.0,
I,433.0,,,,184.34164671731,,,,,460.0,,0.0,
I,434.0,,,,807.8516921867448,,,,,461.0,,1.0,
I,435.0,,,,299.6563131167733,,,,,462.0,,0.0,
I,436.0,,,,70.50399162511636,,,,,463.0,,0.0,
I,437.0,,,,42.69353739378093,,,,,464.0,,0.0,
I,438.0,,,,44.55031274993036,,,,,465.0,,0.0,
I,439.0,,,,797.9511405454073,,,,,466.0,,3.0,
I,440.0,,,,79.7537867736222,,,,,468.0,,0.0,
I,441.0,,,,84.89475314431039,,,,,469.0,,1.0,
I,442.0,,,,189.14306949337532,,,,,470.0,,1.0,
I,443.0,,,,245.71445304557844,,,,,471.0,,1.0,
I,444.0,,,,82.28953658677584,,,,,472.0,,1.0,
I,445.0,,,,111.93964095182515,,,,,473.0,,1.0,
I,446.0,,,,164.5651803884765,,,,,474.0,,1.0,
I,447.0,,,,131.3035386734832,,,,,475.0,,2.0,
