"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"9461554","09010462112002522000008202S5","OXXO SUC 505PX SANTA FE IMSS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","NINGUNO","AVENIDA","CAMINO A SANTA FE","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACIÓN CONTIGUA","1","G",,,,,"COLONIA","CRISTO REY",,,,"1170","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0188","007",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.38996038","-99.20741936","2024-05"
"9401487","09010462112002742000008202S9","OXXO SUC 506UB MILPA ALTA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","SANTA FE MILPA ALTA","AVENIDA","CENTENARIO","AVENIDA","5 DE MAYO","CALLE","MEJÍA DELGADO","5",,,,,,"COLONIA","MERCED GÓMEZ",,,,"1600","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0690","035",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36610057","-99.20644375","2024-05"
"9455050","09014462112004542000008202S3","OXXO SUC 508UM PLAZA PATRIOTISMO MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CIRCUITO","INTERIOR (AVENIDA PATRIOTISMO)","CALLE","11 DE ABRIL","CALLE","PUENTE DE LA MORENA","VIADUCTO","RÍO BECERRA","229",,,,,,"COLONIA","SAN PEDRO DE LOS PINOS",,,,"3800","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","0187","026",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.39666143","-99.18087051","2024-05"
"12324891","09010462112003501000008202S8","OXXO SUC 508WI PARAISO LUCAS 23 MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","PARAISO","CALLE","ECUATORIANOS","CALLE","FRANCESES","CALLE","POLVORA","72",,,,,,"COLONIA","EL PARAISO",,,,"01130","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","014A","015",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.39139141","-99.21082556","2026-04"
"12324977","09010462112003511000008202S7","OXXO SUC 509B4 ARENA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","CAMINO A BELEN","CALLE","SUR 112","CALLE","FELIX U GOMEZ","CALLE","PONIENTE 83","105",,,,,,"COLONIA","ACUEDUCTO",,,,"01120","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0046","009",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.39735125","-99.20494852","2026-04"
"6316354","09010462112000241000008202S4","OXXO SUC 50AFL ALPES MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","ALPES","PERIFERICO","BOULEVARD ADOLFO LÓPEZ MATEOS","CALLE","ANDES","CALLE","CÓNDOR","53",,,,,,"COLONIA","LOS ALPES",,,,"1010","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0972","010",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36274926","-99.19168622","2010-07"
"6317619","09004462112000492000008202S6","OXXO SUC 50APD RADIATAS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","BOSQUE DE CEDROS","CALLE","BOSQUE DE JAZMINES","CALLE","BOSQUE DE BALSAS","CALLE","BOSQUE DE GRANADAS","54",,,,,,"COLONIA","BOSQUE DE LAS LOMAS",,,,"5120","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo                                                                                                ","1230","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.40828155","-99.24590716","2014-12"
"6852105","09016462112003022000008202S2","OXXO SUC 50B9C G DUBLAN MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","MANUEL DUBLÁN","BOULEVARD","ADOLFO LOPEZ MATEOS","RETORNO","NINGUNO","CALLE","GAVIOTA","53",,,,,,"COLONIA","TACUBAYA",,,,"11870","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo                                                                                                ","1156","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.40136742","-99.19202749","2018-11"
"6814194","09010462112001971000008202S5","OXXO SUC 50BB8 JALALPA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","GUSTAVO DÍAZ ORDAZ","CALLE","CUAUHTÉMOC","CALLE","ÁLVAREZ","CALLE","JALALPA","4",,,,,,"COLONIA","JALALPA TEPITO",,,,"1296","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0440","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37792579","-99.23163383","2017-11"
"6796412","09010462112001981000008202S4","OXXO SUC 50BV8 CONDE MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","SANTA LUCÍA","CALLE","11","CALLE","12","CALLE","22","29",,,,,,"COLONIA","OLIVAR DEL CONDE PRIMERA SECCIÓN",,,,"1400","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","2165","014",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.3728306","-99.20887167","2017-11"
"6317626","09010462112001072000008202S2","OXXO SUC 50CLL AGUILA DEL SUR MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALZADA","CALZADA DE LAS ÁGUILAS","CALLE","CUARTA CERRADA ÁGUILAS","CALLE","TARANGO","CALLE","ESCOLLO","819",,,,,,"COLONIA","AMPLIACIÓN LAS ÁGUILAS",,,,"1759","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","2199","017",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.35332542","-99.21622273","2014-12"
"6325065","09016462112001112000008202S3","OXXO SUC 50CYS CONSTITUYENTES MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CONSTITUYENTES","CALLE","GENERAL JOSE MONTESINOS","CALLE","GENERAL PEDRO RINCON GALLARDO","CALLE","GENERAL MANUEL F LOERA","329",,,,,,"AMPLIACION","AMPLIACIÓN DANIEL GARZA",,,,"11840","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo                                                                                                ","1118","033",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.40863086","-99.19770895","2010-07"
"12321874","09010462112003541000008202S4","OXXO SUC 50D43 C-22 MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","AGUSTIN LARA","AVENIDA","SANTA LUCIA","AVENIDA","MIGUEL HIDALGO","CALLE","DOLORES DEL RIO","111",,,,,,"COLONIA","OLIVAR DEL CONDE 2DA SECC",,,,"01408","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0578","023",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37226621","-99.2146551","2026-04"
"9413762","09010462112002592000008202S8","OXXO SUC 50D4C TAMAULIPAS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","TAMAULIPAS","CALLE","MOCTEZUMA","CALLE","18 DE JULIO","CALLE","MELCHOR OCAMPO","13","SN",,,,,"COLONIA","SANTA LUCIA",,,,"1500","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","2324","031",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36076891","-99.25185266","2024-05"
"9466291","09010462112002602000008202S5","OXXO SUC 50D6O CHILENOS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CHILENOS","AVENIDA","CAMINO A SANTA FE","CALLE","MEXICANOS","CALLE","PERUANOS","6","LOTE 1",,,,,"COLONIA","MÁRTIRES DE TACUBAYA",,,,"1220","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0173","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.38803454","-99.21376401","2024-05"
"9419476","09010462112002622000008202S3","OXXO SUC 50DGT ANAYA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CENTENARIO","CALLE","GENERAL ANAYA","CALLE","TACUBA","AVENIDA","5 DE MAYO","104",,,,,,"COLONIA","MERCED GÓMEZ",,,,"1600","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0690","006",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36599027","-99.19782223","2024-05"
"6796414","09010462112002001000008202S0","OXXO SUC 50DGV OCARANZA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","MIGUEL OCARANZA","CALLE","PARQUE VICTORIA","CALLE","MERCED GÓMEZ","CALLE","FRANCISCO DE P MIRANDA","107",,,,,,"COLONIA","MERCED GÓMEZ",,,,"1600","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0830","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36711839","-99.19201251","2017-11"
"6791800","09010462112001872000008202S5","OXXO SUC 50DIS VIA CENTRAL MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","ANCONITANOS","AVENIDA","CENTRAL","CALLE","PIAMONTESES","CALLE","5","5","LT 17C",,,,,"COLONIA","TOLTECA",,,,"1160","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","1788","038",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.38849766","-99.19539279","2017-03"
"6324559","09014462112001051000008202S8","OXXO SUC 50DKG VAN DICK MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CIRCUITO","INTERIOR (AVENIDA REVOLUCIÓN)","CALLE","ANTONIO VAN DICK","CALLE","ANDREA DEL SARTO","CALLE","MIGUEL ÁNGEL BUONARROTI","819",,,,,,"COLONIA","SANTA MARÍA NONOALCO",,,,"3910","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","069A","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37824166","-99.18750575","2012-06"
"6796515","09010462112001921000008202S0","OXXO SUC 50DPC ALBUFERAS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","GUTIÉRREZ ZAMORA","CALLE","ALFONSO CASO ANDRADE","CALLE","ALBUFERAS","CALZADA","CALZADA DE LAS ÁGUILAS","21512",,,,,,"COLONIA","LAS ÁGUILAS",,,,"1759","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0953","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.35825462","-99.20629122","2017-11"
"6325536","09016462112000351000008202S8","OXXO SUC 50DZD DURAZNOS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","BOSQUE DE DURAZNOS","AVENIDA","BOSQUES DE LA REFORMA","CALLE","BOSQUES DE LOS CIRUELOS","CALLE","BOSQUES DE ABETO","75",,,,,,"COLONIA","BOSQUE DE LAS LOMAS",,,,"11700","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo                                                                                                ","1245","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.40488537","-99.24134497","2010-07"
"6316763","09010462112001042000008202S5","OXXO SUC 50EFH ROSA BLANCA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","ROSA BLANCA","CALLE","ROSA DE CASTILLA","AVENIDA","AVENIDA DEL ROSAL","CALLE","ROSA DE LOS ÁNGELES",,"SN",,,,,"COLONIA","MOLINO DE ROSAS",,,,"1470","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0629","023",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37278512","-99.19937066","2010-07"
"9400512","09010462112002652000008202S0","OXXO SUC 50EH8 LA VENTA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","ESCUADRÓN 201","CALLE","4","CALLE","ANTIGUA VÍA A LA VENTA","CALLE","H",,"LT 5 MZ 20",,,,,"COLONIA","PRIMERA VICTORIA",,,,"1160","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","1788","019",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.38671379","-99.19915644","2024-05"
"6850712","09010462112002142000008202S2","OXXO SUC 50EN3 SOLEI SANTA FE MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","AVENIDA 8 1/2","AVENIDA","JAVIER BARROS SIERRA","AVENIDA","VASCO DE QUIROGA","CALLE","NINGUNO","55",,,,"3",,"COLONIA","SANTA FE",,,,"1376","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","1542","034",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37416106","-99.25253013","2018-11"
"6728938","09016462112002382000008202S1","OXXO SUC 50EOP TACUBAYA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","JALISCO","CALLE","MARTIRES DE LA CONQUISTA","CALLE","CALLE JOSE MARIA VIGIL","CERRADA","SEGUNDA CERRADA","257",,,,,,"COLONIA","TACUBAYA",,,,"11870","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo                                                                                                ","1194","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.40076371","-99.18791991","2016-01"
"6324561","09010462112000281000008202S0","OXXO SUC 50EQB BLANQUE MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","OBSERVATORIO","CALLE","SUR 116","CALLE","PONIENTE 81","CALLE","SÓSTENES ROCHA","223",,,,,,"COLONIA","COVE",,,,"1120","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0012","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.40267031","-99.19866554","2012-06"
"9413766","09010462112002662000008202S9","OXXO SUC 50EQI ATLAMAYA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","PERIFERICO","BOULEVARD ADOLFO LOPEZ MATEOS","CERRADA","ACATITLA","CALLE","RINCÓN ATLAMAYA","CALLE","ATLAMAYA","2433",,,,,,"COLONIA","ATLAMAYA","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA ATLAMAYA","9","1760","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","110A","008",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.34858627","-99.20181539","2024-05"
"6324521","09014462112002332000008202S1","OXXO SUC 50EWY EXTREMADURA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","EMPRESA","CIRCUITO","INTERIOR (AVENIDA PATRIOTISMO)","EJE VIAL","7 SUR (EXTREMADURA)","CALLE","POUSSIN","839",,,,,,"COLONIA","INSURGENTES MIXCOAC",,,,"3920","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","0702","021",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37604692","-99.18650464","2014-12"
"6322853","09010462112001262000008202S9","OXXO SUC 50EYJ PLAZA FERRATO MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","MOLINOS","CALLE","ESCULTORES","CALLE","ZURBARÁN","CALLE","SASSOFERRATO","1",,,,,,"COLONIA","ALFONSO XIII",,,,"1460","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0525","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.37252982","-99.19342719","2014-12"
"6702204","09016462112002442000008202S3","OXXO SUC 50FAQ TECAMACHALCO MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","SIERRA SANTA ROSA","CALLE","7","CALLE","6","AVENIDA","TECAMACHALCO","156",,,,,,"COLONIA","REFORMA SOCIAL",,,,"11650","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo                                                                                                ","082A","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.43059604","-99.21843979","2016-01"
"6323906","09010462112000672000008202S0","OXXO SUC 50FCS COLINAS DEL SUR MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","SANTA LUCÍA","CALLE","CAMPEROS","CALLE","36","CALLE","ALDABA","881",,,,,,"COLONIA","COLINA DEL SUR",,,,"1430","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0559","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36876156","-99.22284867","2010-07"
"6315368","09010462112000622000008202S5","OXXO SUC 50FJY FUJI YAMA MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","AVENIDA DE LOS LEONES","CALLE","CÓNDOR","CALLE","FUJIYAMA","CERRADA","FUJIYAMA","115","A",,,,,"COLONIA","LAS ÁGUILAS",,,,"1710","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0968","013",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36259263","-99.19630282","2010-07"
"6323908","09010462112000532000008202S6","OXXO SUC 50FPT PLATEROS MEX","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","JUAN TINOCO","AVENIDA","AVENIDA DE LOS LEONES","CALLE","MIXCOAC","CALZADA","BARRANCA DEL MUERTO","58",,,,,,"COLONIA","MERCED GÓMEZ",,,,"1600","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0845","013",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.36470528","-99.19546165","2010-07"
