"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"9400148","27004462112005902001008202S7","OXXO SUC 507EV INDECO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","ALTOS HORNOS","CALLE","CALLE DEL COMAL","CALLE","LA HAMACA","CALLE","CALLE DEL CANASTO",,"SN",,,,,"COLONIA","CIUDAD INDUSTRIAL",,,,"86017","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1219","008",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.02286485","-92.89978335","2024-05"
"12321673","27004462112007141000008202S0","OXXO SUC 507XR VILLA PAGES VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","JOSÉ PAGES LLERGO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","110",,,,,,"COLONIA","ARBOLEDAS",,,,"86079","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","009A","020",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99685576","-92.92740042","2026-04"
"6846841","27004462112004452001008202S4","OXXO SUC 508W2 LAGOYO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","ANACLETO CANABAL","CIRCUITO","INDEPENDENCIA","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO",,"SN",,,,,"COLONIA","PRIMERO DE MAYO",,,,"86190","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1492","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.97514891","-92.93358577","2018-03"
"9395818","27004462112005812001008202S8","OXXO SUC 509WO MALECON VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","MALECÓN INGENIERO LEANDRO ROVIROSA WADE","CALLE","CORRET","CALLE","FLOR DE FRANCIS","AVENIDA","LUIS DONALDO COLOSIO MURRIETA","401",,,,,,"COLONIA","GAVIOTAS",,,,"86068","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1257","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99428899","-92.91217489","2024-05"
"9459023","27004462112005822101008202S7","OXXO SUC 509ZR CICOM VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","PERIFERICO","CARLOS PELLICER CÁMARA","CALLE","ANTONIO RULLÁN FERRER","CALLE","J. GUIMOND","CALLE","MARIANO ARISTA",,"SN",,,,,"COLONIA","MAYITO",,,,"86098","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","016A","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98203796","-92.92342509","2024-05"
"6400863","27004462112000551001008202S7","OXXO SUC 50BHZ BONANZA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","NUEVA IMAGEN","CALLE","SEIS","CALLE","SIETE","BOULEVARD","BONANZA",,"SN",,,,,"COLONIA","BONANZA",,,,"86030","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0051","007",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.00472078","-92.93971483","2010-07"
"6399992","27004462112001642001008202S3","OXXO SUC 50BMB BAMBOO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","AVENIDA DE LOS RÍOS","AVENIDA","AVENIDA DE LOS RÍOS","PRIVADA","PASEO DEL MARQUÉS","PROLONGACION","27 DE FEBRERO","304",,,,,,"COLONIA","TABASCO 2000","CENTRO Y PLAZA COMERCIAL","BAMBOO","SN","86035","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1577","006",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99593696","-92.94564848","2011-03"
"9419617","27004462112005672001008202S6","OXXO SUC 50C05 LA MAJAHUA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","FEDERAL","PRIVADA","GONZÁLEZ","PRIVADA","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO",,"SN",,,,,"RANCHERIA","PLUTARCO ELIAS CALLES",,,,"86294","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1505","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.96299317","-92.91551766","2024-05"
"6851640","27004462112004522001008202S4","OXXO SUC 50C4G LUPITA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","MARIANO ABASOLO","CALLE","NINGUNO","CALLE","BUENA VISTA","CALLE","JOSÉ MARÍA MORELOS Y PAVÓN",,"SN",,,,,"COLONIA","ATASTA",,,,"86100","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0916","012",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98557893","-92.94848463","2018-11"
"6401350","27004462112000581001008202S4","OXXO SUC 50CBC CASA BLANCA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","PRIVADA","NINGUNO","PRIVADA","NINGUNO","AVENIDA","UNIVERSIDAD","BOULEVARD","ADOLFO RUÍZ CORTINES","304",,,,,,"COLONIA","CASA BLANCA",,,,"86060","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1543","035",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.0016548","-92.9242529","2010-07"
"6854737","27013462112000571001008202S6","OXXO SUC 50CEM VALLE ALEGRE VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","VALLE ALEGRE","CALLE","IGNACIO ALLENDE","AVENIDA","INDEPENDENCIA","CALLE","NINGUNO","256",,,,,,"COLONIA","POMOCA VALLE REAL SECTOR 5",,,,"86240","27","TABASCO","013","Nacajuca","0088","Pomoca                                                                                                        ","0402","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.04638407","-92.91847192","2020-04"
"6400769","27004462112001212001008202S5","OXXO SUC 50CGN CARLOS GREEN VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","FRANCISCO I. MADERO","AVENIDA","JUAN GRAHAM MCGREGOR","CALLE","CARLOS GREENE","CALLE","NINGUNO",,"SN",,,,,"COLONIA","ATASTA",,,,"86100","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0827","041",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98110477","-92.95278923","2010-07"
"6401382","27004462112000661001008202S4","OXXO SUC 50CKX CENTRO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","24","CALLE","PLUTARCO ELÍAS CALLES","CALLE","24","PRIVADA","LOS PINOS","780",,,,,,"COLONIA","FLORIDA",,,,"86000","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","009A","015",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99340196","-92.91945539","2010-07"
"6400223","27004462112002382001008202S5","OXXO SUC 50DNH ROSALES VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","EUSEBIO CASTILLO","CALLE","SIMÓN SARLAT","CALLE","ROSALES","OTRO(ESPECIFIQUE)","NINGUNO","611",,,,,,"COLONIA","CENTRO",,,,"86191","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0761","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99142061","-92.92056465","2014-12"
"6796830","27004462112004401001008202S1","OXXO SUC 50DNP TABASCO 2000 VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","VÍA 3","CERRADA","VÍA 3","CALLE","VÍA 2","PRIVADA","LA GRAN VILLA",,"SN",,,,,"COLONIA","GALAXIA",,,,"86035","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1581","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.0028691","-92.94624571","2017-11"
"6401176","27004462112001132001008202S5","OXXO SUC 50DSP 16 DE SEPTIEMBRE VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","16 DE SEPTIEMBRE","CALLE","BACHILLERES","CIRCUITO","VELÓDROMO CIUDAD DEPORTIVA","CIRCUITO","CIRCUITO DEPORTIVO",,"SN",,,,,"COLONIA","PRIMERO DE MAYO",,,,"86190","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","2344","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.97475208","-92.93955248","2010-07"
"9450020","27004462112005722001008202S9","OXXO SUC 50DT9 TRUJILLO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","FRANCISCO TRUJILLO GURRÍA","CALLE","ENCARNACIÓN GONZÁLEZ","CALLE","JOSÉ ACOSTA","CALLE","EMILIANO ZAPATA","801",,,,,,"COLONIA","JOSE MARIA PINO SUAREZ",,,,"86029","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0013","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.02336862","-92.92397595","2024-05"
"6400768","27004462112001602001008202S7","OXXO SUC 50DWR DEPORTIVA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CIRCUITO","VELÓDROMO CIUDAD DEPORTIVA (CARLOS PELLICER CAMARA)","CALLE","MANUEL ANTONIO ROMERO","CALLE","LICENCIADO MARIO BROWN PERALTA","CALLE","DOCTOR RÉGULO TORPEY ANDRADE",,"SN",,,,,"COLONIA","ATASTA DE SERRA",,,,"86169","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1172","042",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.97712066","-92.94656161","2010-07"
"6401370","27004462112000651001008202S5","OXXO SUC 50DYY EDUARDO ALDAY VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","27 DE FEBRERO","AVENIDA","CORONEL GREGORIO MÉNDEZ MAGAÑA","PRIVADA","LICENCIADO EDUARDO ALDAY HERNÁNDEZ","PRIVADA","NINGUNO","100",,,,,,"COLONIA","ATASTA",,,,"86100","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0831","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98400365","-92.94494658","2010-07"
"6399123","27004462112002332001008202S0","OXXO SUC 50EEB LA MANGA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","EJIDO CHIQUIGUAO","ANDADOR","IXTACOMITÁN","CALLE","CARRIL DE BAJA CIRCULACIÓN","CALLE","MALECÓN INGENIERO LEANDRO ROVIROSA WADE",,"SN",,,,,"COLONIA","LA MANGA II",,,,"86090","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0719","050",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99709592","-92.90920105","2013-07"
"6399129","27004462112002232001008202S2","OXXO SUC 50EEC CESAR SANDINO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","7","CALLE","ANACLETO CANABAL","AVENIDA","GENERAL AUGUSTO CÉSAR SANDINO","CALLE","JOSÉ MÉNDEZ GARCÍA","208",,,,,,"COLONIA","REFORMA",,,,"86080","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0812","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98282308","-92.93259391","2014-12"
"6399150","27004462112002242001008202S1","OXXO SUC 50EEF LAGUNAS VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","FEDERAL","AVENIDA","LAGUNA LA PÓLVORA","AVENIDA","LAGUNA DEL ROSARIO","CALLE","LAGUNA CANTEMOC","0","SN",,,,,"CIUDAD INDUSTRIAL","LAGUNAS II","CIUDAD INDUSTRIAL","PLAZA LAGUNAS","SN","86010","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","2221","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.03885203","-92.90109836","2013-07"
"6847367","27013462112000582001008202S3","OXXO SUC 50ELC POMOCA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","VALLE REAL","AVENIDA","TRES VALLES","AVENIDA","VALLE DE MÉXICO","CERRADA","TRES VALLES A",,"SN",,,,,"COLONIA","POMOCA VALLE REAL SECTOR 4",,,,"86247","27","TABASCO","013","Nacajuca","0088","Pomoca                                                                                                        ","0347","014",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.05067738","-92.91930159","2018-03"
"9419672","27004462112005762001008202S5","OXXO SUC 50EU0 JOJICHA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","PERIFERICO","CARLOS PELLICER CÁMARA","CALLE","AGAPITO DOMÍNGUEZ CANABAL","PRIVADA","ANTONIO SÁNCHEZ MÁRMOL","AVENIDA","PASEO USUMACINTA","606",,,,,,"COLONIA","PRIMERO DE MAYO",,,,"86190","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0846","015",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.972355","-92.92402678","2024-05"
"6401174","27004462112001632001008202S4","OXXO SUC 50FFO 27 DE FEBRERO VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","27 DE FEBRERO","CALLE","FELIPE CARRILLO PUERTO","BOULEVARD","ADOLFO RUÍZ CORTINES","OTRO(ESPECIFIQUE)","NINGUNO",,"SN",,,,,"COLONIA","ATASTA DE SERRA",,,,"86100","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1083","035",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98643211","-92.95352309","2010-07"
"6726751","27004462112004252001008202S8","OXXO SUC 50FXV BASTAR ZOZAYA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","HERMANOS BASTAR ZOZAYA","CALLE","EUSEBIO CASTILLO","CALLE","ANDADOR BASTAR ZOZAYA","CALLE","ROSARIO GUTIÉRREZ ESKILDSEN","635",,,,,,"COLONIA","VILLAHERMOSA CENTRO",,,,"86000","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","009A","010",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.99790827","-92.91929227","2016-01"
"6717878","27004462112001462002008202S6","OXXO SUC 50GGM GREGORIO MENDEZ VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","CORONEL GREGORIO MÉNDEZ MAGAÑA","CALLE","NINGUNO","CALLE","ZAPOTAL","CALLE","INGENIERO MÁXIMO CARRERA SOSA","3201",,,,,,"COLONIA","ATASTA",,,,"86100","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1632","007",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.97824807","-92.95155772","2016-01"
"6401389","27013462112000131001008202S9","OXXO SUC 50GKJ MANGLARES VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","SAMARKANDA","CALLE","MANGLARES","CALLE","PASEO DEL CORRALILLO","CALLE","EL TINTO",,"SN",,,,,"FRACCIONAMIENTO","POMOCA ZONA 2",,,,"86220","27","TABASCO","013","Nacajuca","0088","Pomoca                                                                                                        ","0332","010",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.04900973","-92.92908376","2012-06"
"6401276","27004462112001242001008202S2","OXXO SUC 50GUY GUAYABAL VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","PASEO DE LA SIERRA","AVENIDA","PASEO DE LA SIERRA","AVENIDA","PASEO USUMACINTA","AVENIDA","16 DE SEPTIEMBRE",,"SN",,,,,"COLONIA","GUAYABAL",,,,"86090","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1492","019",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.97196897","-92.92448333","2010-07"
"9405406","27004462112005782001008202S3","OXXO SUC 50I3Z LA PERLA VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","CORONEL GREGORIO MÉNDEZ MAGAÑA","CALLE","NINGUNO","CALLE","PARQUE","CALLE","JOSÉ MARÍA MORELOS Y PAVÓN",,"SN",,,,,"COLONIA","ATASTA",,,,"86100","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","0827","021",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.9829441","-92.94753043","2024-05"
"6401266","27004462112001392001008202S5","OXXO SUC 50IIC CD INDUSTRIAL VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","INDUSTRIA NACIONAL MEXICANA","AVENIDA","ALTOS HORNOS","CALLE","CALLE DEL TECNOLÓGICO","CALLE","GARDENIAS","302",,,,,,"COLONIA","CIUDAD INDUSTRIAL",,,,"86010","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1524","021",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.02549959","-92.90595376","2010-07"
"6401853","27004462112002062001008202S3","OXXO SUC 50IRA IRABIEN VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","16 DE SEPTIEMBRE","CALLE","ANACLETO CANABAL","CALLE","JOSÉ MORENO IRABIÉN","CALLE","EDMUNDO ZETINA","138",,,,,,"COLONIA","PRIMERO DE MAYO",,,,"86190","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1492","012",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.97310824","-92.93412764","2014-12"
"6401384","27004462112000961101008202S8","OXXO SUC 50JCX LAS HADAS VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","CULTIVO","CALLE","Ninguno","AVENIDA","Ninguno","OTRO(ESPECIFIQUE)","Tamarindo",,"SN",,,,,"FRACCIONAMIENTO","BRISAS DEL CARRIZAL",,,,"86287","27","TABASCO","013","Nacajuca","0080","Brisas del Carrizal                                                                                           ","0436","026",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","18.00784485","-92.97089684","2013-07"
"6399133","27004462112002302001008202S3","OXXO SUC 50KAJ ALLENDE VSA","CADENA COMERCIAL OXXO","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","IGNACIO ALLENDE","CALLE","MARIANO ARISTA","CALLE","JOSÉ NARCISO ROVIROSA","CALLE","NICOLÁS BRAVO","128",,,,,,"COLONIA","CENTRO",,,,"86000","27","TABASCO","004","Centro","0001","Villahermosa                                                                                                  ","1261","006",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","17.98685685","-92.92140528","2010-07"
