kind,i,p,j,k,w,dist_m,es_existente,name,value,uid_i,uid_p,cluster_i,cluster_p
I,144.0,,,,85.65554553384577,,,,,171.0,,1.0,
I,145.0,,,,142.18331632635358,,,,,172.0,,0.0,
I,146.0,,,,44.46168757768388,,,,,173.0,,2.0,
I,147.0,,,,9.523488599033861,,,,,175.0,,2.0,
I,148.0,,,,35.207956241947414,,,,,176.0,,2.0,
I,149.0,,,,57.38246603708607,,,,,177.0,,2.0,
I,150.0,,,,42.72416575509266,,,,,178.0,,1.0,
I,151.0,,,,53.34593830830334,,,,,179.0,,1.0,
I,152.0,,,,72.63847494242394,,,,,180.0,,0.0,
I,153.0,,,,116.6931873285765,,,,,181.0,,3.0,
I,154.0,,,,670.8104714735555,,,,,182.0,,0.0,
I,155.0,,,,94.65500082662085,,,,,183.0,,1.0,
I,156.0,,,,120.29393125801703,,,,,184.0,,1.0,
I,157.0,,,,37.42049913234103,,,,,186.0,,1.0,
I,158.0,,,,181.4454325362974,,,,,187.0,,0.0,
I,159.0,,,,59.69253282225625,,,,,189.0,,3.0,
I,160.0,,,,191.28581462714817,,,,,190.0,,2.0,
I,161.0,,,,80.41866583103555,,,,,191.0,,4.0,
I,162.0,,,,330.2014487833913,,,,,194.0,,0.0,
I,163.0,,,,161.29999710515634,,,,,195.0,,2.0,
I,164.0,,,,236.25441313685542,,,,,196.0,,1.0,
I,165.0,,,,0.9541894569646318,,,,,197.0,,2.0,
I,166.0,,,,67.58866340785418,,,,,198.0,,4.0,
I,167.0,,,,138.6152542638553,,,,,199.0,,3.0,
I,168.0,,,,116.71527424927781,,,,,200.0,,2.0,
I,169.0,,,,49.621662479803476,,,,,201.0,,2.0,
I,170.0,,,,44.13815343131701,,,,,202.0,,1.0,
I,171.0,,,,92.62245779521588,,,,,204.0,,4.0,
I,172.0,,,,22.092385132071882,,,,,205.0,,0.0,
I,173.0,,,,59.53350230395119,,,,,206.0,,0.0,
I,174.0,,,,77.33837891459942,,,,,207.0,,1.0,
I,175.0,,,,8.541775965908347,,,,,208.0,,2.0,
I,176.0,,,,96.3895971712028,,,,,209.0,,1.0,
I,177.0,,,,32.803890268098165,,,,,210.0,,0.0,
I,178.0,,,,150.52852209691073,,,,,211.0,,3.0,
I,179.0,,,,106.78968337677341,,,,,212.0,,1.0,
I,180.0,,,,43.35669072607145,,,,,213.0,,0.0,
I,181.0,,,,2.85604822532817,,,,,214.0,,0.0,
I,182.0,,,,306.53285528738553,,,,,215.0,,0.0,
I,183.0,,,,167.45440039768536,,,,,217.0,,3.0,
I,184.0,,,,35.82542784248425,,,,,218.0,,0.0,
I,185.0,,,,75.40502477702407,,,,,219.0,,0.0,
I,186.0,,,,59.649728975999594,,,,,220.0,,0.0,
I,187.0,,,,583.1900436871251,,,,,221.0,,0.0,
I,188.0,,,,62.503693263144015,,,,,222.0,,3.0,
I,189.0,,,,12.029352399673463,,,,,223.0,,3.0,
I,190.0,,,,105.23458257193306,,,,,224.0,,2.0,
I,191.0,,,,119.38279016530204,,,,,225.0,,0.0,
I,192.0,,,,73.4163972856472,,,,,226.0,,0.0,
I,193.0,,,,69.82647895038465,,,,,228.0,,2.0,
I,194.0,,,,114.94085385945813,,,,,229.0,,0.0,
I,195.0,,,,330.3850125506597,,,,,230.0,,2.0,
I,196.0,,,,159.1740591143762,,,,,231.0,,0.0,
I,197.0,,,,279.55596405645815,,,,,232.0,,0.0,
I,198.0,,,,34.58437299342146,,,,,234.0,,1.0,
I,199.0,,,,44.17824319557841,,,,,235.0,,0.0,
I,200.0,,,,210.2154734338868,,,,,236.0,,1.0,
I,201.0,,,,140.51615074144286,,,,,237.0,,1.0,
I,202.0,,,,156.12118642947792,,,,,238.0,,2.0,
I,203.0,,,,19.75773086652901,,,,,239.0,,2.0,
I,204.0,,,,61.386027154196164,,,,,240.0,,0.0,
I,205.0,,,,81.2596897898617,,,,,241.0,,0.0,
I,206.0,,,,76.9851842391569,,,,,242.0,,2.0,
I,207.0,,,,51.697767769339386,,,,,243.0,,2.0,
I,208.0,,,,59.34477331411374,,,,,245.0,,0.0,
I,209.0,,,,35.33676006828099,,,,,246.0,,2.0,
I,210.0,,,,62.16508063665645,,,,,247.0,,1.0,
I,211.0,,,,11.994334481319726,,,,,249.0,,1.0,
I,212.0,,,,83.57680879216718,,,,,250.0,,1.0,
I,213.0,,,,47.573260679829254,,,,,251.0,,0.0,
I,214.0,,,,10.30095183031736,,,,,252.0,,2.0,
I,215.0,,,,89.6539261448509,,,,,253.0,,1.0,
I,216.0,,,,98.5361061591431,,,,,254.0,,4.0,
I,217.0,,,,117.91915177668193,,,,,255.0,,1.0,
I,218.0,,,,200.2627647124484,,,,,256.0,,1.0,
I,219.0,,,,124.39480513560707,,,,,257.0,,1.0,
I,220.0,,,,94.93740707058467,,,,,259.0,,0.0,
I,221.0,,,,62.82963104766301,,,,,260.0,,1.0,
I,222.0,,,,67.74423977572829,,,,,261.0,,0.0,
I,223.0,,,,67.16325915429601,,,,,262.0,,0.0,
I,224.0,,,,26.92211615840541,,,,,263.0,,0.0,
I,225.0,,,,36.43947387635958,,,,,264.0,,1.0,
I,226.0,,,,179.67694204453736,,,,,265.0,,2.0,
I,227.0,,,,139.5670830168869,,,,,266.0,,3.0,
I,228.0,,,,118.3567994666378,,,,,267.0,,2.0,
I,229.0,,,,109.47626401095886,,,,,268.0,,4.0,
I,230.0,,,,19.591634943961786,,,,,269.0,,4.0,
I,231.0,,,,59.00406939139372,,,,,270.0,,1.0,
I,232.0,,,,160.76264134674489,,,,,271.0,,1.0,
I,233.0,,,,11.150086812686993,,,,,272.0,,4.0,
I,234.0,,,,80.64336455856281,,,,,273.0,,2.0,
I,235.0,,,,139.63589074324028,,,,,276.0,,4.0,
I,236.0,,,,109.4496603954547,,,,,277.0,,2.0,
I,237.0,,,,40.23746798894581,,,,,278.0,,1.0,
I,238.0,,,,33.78540396337062,,,,,279.0,,1.0,
I,239.0,,,,81.3273423707725,,,,,280.0,,3.0,
I,240.0,,,,59.45991643511263,,,,,281.0,,0.0,
I,241.0,,,,28.677922516051,,,,,282.0,,1.0,
I,242.0,,,,148.1916232823446,,,,,283.0,,4.0,
I,243.0,,,,132.48601488980552,,,,,284.0,,1.0,
I,244.0,,,,56.49281914759706,,,,,285.0,,0.0,
I,245.0,,,,27.358657249257067,,,,,286.0,,1.0,
I,246.0,,,,42.299667120060356,,,,,287.0,,0.0,
I,247.0,,,,107.61451531272199,,,,,288.0,,0.0,
I,248.0,,,,99.16868785242791,,,,,289.0,,1.0,
I,249.0,,,,35.095031411049064,,,,,292.0,,2.0,
I,250.0,,,,51.56871014642,,,,,295.0,,0.0,
I,251.0,,,,48.415821746326614,,,,,296.0,,1.0,
I,252.0,,,,31.081140494042504,,,,,297.0,,0.0,
I,253.0,,,,18.216800870687884,,,,,299.0,,4.0,
I,254.0,,,,27.56490802429635,,,,,300.0,,0.0,
I,255.0,,,,19.664191034522336,,,,,301.0,,1.0,
I,256.0,,,,99.74004408828081,,,,,302.0,,1.0,
I,257.0,,,,91.16247097473553,,,,,303.0,,1.0,
I,258.0,,,,61.313230299319066,,,,,304.0,,1.0,
I,259.0,,,,105.78972251871582,,,,,305.0,,4.0,
I,260.0,,,,77.74178019294179,,,,,306.0,,1.0,
I,261.0,,,,84.65048850598474,,,,,307.0,,1.0,
I,262.0,,,,86.45193640618515,,,,,308.0,,1.0,
I,263.0,,,,100.88439916989448,,,,,309.0,,1.0,
I,264.0,,,,239.52358740665468,,,,,310.0,,2.0,
I,265.0,,,,125.93060920599628,,,,,312.0,,0.0,
I,266.0,,,,36.30631786225736,,,,,313.0,,0.0,
I,267.0,,,,105.67213666745748,,,,,316.0,,2.0,
I,268.0,,,,30.793146623891694,,,,,317.0,,1.0,
I,269.0,,,,108.32786855341044,,,,,318.0,,1.0,
I,270.0,,,,55.98344556271753,,,,,320.0,,1.0,
I,271.0,,,,988.7629840717188,,,,,321.0,,0.0,
I,272.0,,,,2.833067246095638,,,,,323.0,,0.0,
I,273.0,,,,60.92205739387608,,,,,325.0,,3.0,
I,274.0,,,,97.47402895041158,,,,,326.0,,1.0,
I,275.0,,,,60.03168539002466,,,,,327.0,,1.0,
I,276.0,,,,188.35255730940997,,,,,329.0,,1.0,
I,277.0,,,,49.675609119517695,,,,,330.0,,3.0,
I,278.0,,,,30.36678363081641,,,,,331.0,,1.0,
I,279.0,,,,307.0286536982343,,,,,332.0,,1.0,
I,280.0,,,,288.31612277920794,,,,,333.0,,1.0,
I,281.0,,,,82.50325038063652,,,,,334.0,,3.0,
I,282.0,,,,104.57403378698372,,,,,335.0,,2.0,
I,283.0,,,,15.252673517787668,,,,,336.0,,2.0,
I,284.0,,,,85.44730313964972,,,,,337.0,,2.0,
I,285.0,,,,128.49445657920603,,,,,338.0,,3.0,
I,286.0,,,,109.90022854436415,,,,,339.0,,4.0,
I,287.0,,,,39.108689545136166,,,,,340.0,,3.0,
I,288.0,,,,79.79314985224153,,,,,341.0,,0.0,
I,289.0,,,,93.49100466515337,,,,,342.0,,0.0,
I,290.0,,,,40.82093898540982,,,,,343.0,,2.0,
I,291.0,,,,93.65314463050741,,,,,344.0,,4.0,
I,292.0,,,,103.4215365842936,,,,,345.0,,0.0,
I,293.0,,,,56.34243574537851,,,,,346.0,,3.0,
I,294.0,,,,10.276379171916167,,,,,349.0,,1.0,
I,295.0,,,,25.87692597293745,,,,,350.0,,2.0,
I,296.0,,,,642.8116523783106,,,,,351.0,,3.0,
I,297.0,,,,198.58198092033248,,,,,352.0,,2.0,
I,298.0,,,,43.928069403225656,,,,,353.0,,2.0,
I,299.0,,,,104.31391565669705,,,,,355.0,,2.0,
I,300.0,,,,29.899725202361964,,,,,356.0,,1.0,
I,301.0,,,,37.5940128491265,,,,,357.0,,2.0,
I,302.0,,,,149.73528194814722,,,,,358.0,,4.0,
I,303.0,,,,71.96570543666067,,,,,359.0,,0.0,
I,304.0,,,,63.320076850651276,,,,,360.0,,2.0,
I,305.0,,,,200.99373641657857,,,,,361.0,,1.0,
I,306.0,,,,91.30649377071126,,,,,362.0,,3.0,
I,307.0,,,,119.00899342611419,,,,,365.0,,2.0,
I,308.0,,,,41.28763901346853,,,,,366.0,,0.0,
I,309.0,,,,169.98070898662078,,,,,368.0,,0.0,
I,310.0,,,,16.348540513396046,,,,,369.0,,4.0,
I,311.0,,,,114.6295415176823,,,,,370.0,,3.0,
I,312.0,,,,108.28190633472067,,,,,371.0,,1.0,
I,313.0,,,,57.07854528069639,,,,,372.0,,3.0,
I,314.0,,,,48.845794600507006,,,,,373.0,,0.0,
I,315.0,,,,40.94302754600988,,,,,374.0,,2.0,
I,316.0,,,,44.23615104463839,,,,,375.0,,3.0,
I,317.0,,,,107.69958771911703,,,,,376.0,,0.0,
I,318.0,,,,25.289915931547288,,,,,377.0,,2.0,
I,319.0,,,,71.02481869060858,,,,,378.0,,1.0,
I,320.0,,,,286.79113066110705,,,,,380.0,,0.0,
I,321.0,,,,0.9532915454032576,,,,,381.0,,2.0,
I,322.0,,,,79.21766243507247,,,,,382.0,,4.0,
I,323.0,,,,52.266983444547776,,,,,383.0,,2.0,
I,324.0,,,,140.54259992491993,,,,,384.0,,2.0,
I,325.0,,,,42.459191147212465,,,,,385.0,,0.0,
I,326.0,,,,117.31118806200881,,,,,387.0,,3.0,
I,327.0,,,,11.199906348474622,,,,,388.0,,4.0,
I,328.0,,,,47.73021680415238,,,,,390.0,,2.0,
I,329.0,,,,156.03002596372434,,,,,392.0,,3.0,
I,330.0,,,,12.297986281618599,,,,,393.0,,2.0,
I,331.0,,,,81.44917845950701,,,,,394.0,,3.0,
I,332.0,,,,185.16470718327514,,,,,395.0,,1.0,
I,333.0,,,,416.99815387858166,,,,,397.0,,1.0,
I,334.0,,,,73.2415246549298,,,,,398.0,,1.0,
I,335.0,,,,50.3541252878328,,,,,399.0,,1.0,
I,336.0,,,,100.54913951455524,,,,,400.0,,1.0,
I,337.0,,,,61.70691104538138,,,,,401.0,,1.0,
I,338.0,,,,46.96670871460561,,,,,402.0,,0.0,
I,339.0,,,,15.156397127918156,,,,,403.0,,2.0,
I,340.0,,,,118.459978954861,,,,,404.0,,1.0,
I,341.0,,,,75.55170020572457,,,,,405.0,,0.0,
I,342.0,,,,293.77496725549867,,,,,407.0,,1.0,
I,343.0,,,,307.57225828198494,,,,,408.0,,0.0,
I,344.0,,,,97.91471076458963,,,,,409.0,,0.0,
I,345.0,,,,72.99441926848223,,,,,410.0,,3.0,
I,346.0,,,,35.43546951142017,,,,,411.0,,3.0,
I,347.0,,,,458.58638256381454,,,,,412.0,,0.0,
I,348.0,,,,442.4282356731812,,,,,413.0,,3.0,
I,349.0,,,,134.0203219145339,,,,,414.0,,3.0,
I,350.0,,,,28.947030313541173,,,,,416.0,,1.0,
I,351.0,,,,104.6211185899978,,,,,418.0,,0.0,
I,352.0,,,,99.76311577936494,,,,,419.0,,2.0,
I,353.0,,,,358.66973212329106,,,,,421.0,,1.0,
I,354.0,,,,66.09678006453056,,,,,422.0,,0.0,
I,355.0,,,,276.4899840093907,,,,,423.0,,0.0,
I,356.0,,,,78.15082244577764,,,,,425.0,,1.0,
I,357.0,,,,139.414504552046,,,,,426.0,,1.0,
I,358.0,,,,28.554876547503618,,,,,428.0,,2.0,
I,359.0,,,,164.70277640121822,,,,,429.0,,1.0,
I,360.0,,,,126.56157294938687,,,,,430.0,,1.0,
I,361.0,,,,63.773334652225266,,,,,431.0,,3.0,
I,362.0,,,,56.142383166814945,,,,,432.0,,2.0,
I,363.0,,,,46.608327911168125,,,,,433.0,,1.0,
I,364.0,,,,66.70146198033193,,,,,434.0,,1.0,
I,365.0,,,,50.899126693735035,,,,,435.0,,3.0,
I,366.0,,,,161.78370021352083,,,,,436.0,,0.0,
I,367.0,,,,25.712854421134004,,,,,438.0,,1.0,
I,368.0,,,,79.51129766645816,,,,,439.0,,3.0,
I,369.0,,,,13.991866790535498,,,,,440.0,,1.0,
I,370.0,,,,67.20847558300213,,,,,441.0,,0.0,
I,371.0,,,,133.01967595747763,,,,,442.0,,1.0,
I,372.0,,,,29.69594296464649,,,,,443.0,,1.0,
I,373.0,,,,61.45010594846224,,,,,444.0,,2.0,
I,374.0,,,,528.5504757400993,,,,,445.0,,0.0,
I,375.0,,,,3.169654090426883,,,,,446.0,,3.0,
I,376.0,,,,24.15573469090201,,,,,447.0,,0.0,
I,377.0,,,,66.4053331405865,,,,,448.0,,0.0,
I,378.0,,,,116.61010625249729,,,,,449.0,,2.0,
I,379.0,,,,11.817094140523162,,,,,450.0,,2.0,
I,380.0,,,,59.09076577599037,,,,,451.0,,2.0,
I,381.0,,,,66.7008952093135,,,,,452.0,,1.0,
I,382.0,,,,52.55078683628069,,,,,454.0,,0.0,
I,383.0,,,,87.83911487264403,,,,,455.0,,2.0,
I,384.0,,,,44.02169672288307,,,,,456.0,,2.0,
I,385.0,,,,38.8540032868619,,,,,457.0,,1.0,
I,386.0,,,,80.93500062839465,,,,,458.0,,3.0,
I,387.0,,,,70.23646674630213,,,,,460.0,,0.0,
I,388.0,,,,33.53768720072966,,,,,461.0,,0.0,
I,389.0,,,,98.24311462211877,,,,,462.0,,1.0,
I,390.0,,,,21.73480886305528,,,,,463.0,,2.0,
I,391.0,,,,2.8598746362097724,,,,,464.0,,2.0,
I,392.0,,,,98.71984240998763,,,,,465.0,,2.0,
I,393.0,,,,120.09390078075218,,,,,466.0,,1.0,
I,394.0,,,,107.6469504755331,,,,,468.0,,0.0,
I,395.0,,,,57.06731510274522,,,,,470.0,,1.0,
I,396.0,,,,221.57122077444865,,,,,471.0,,1.0,
I,397.0,,,,81.03069703652753,,,,,472.0,,1.0,
I,398.0,,,,106.43677681269493,,,,,473.0,,4.0,
I,399.0,,,,187.48610335114674,,,,,474.0,,0.0,
I,400.0,,,,71.42011456991445,,,,,477.0,,0.0,
I,401.0,,,,333.3117718503329,,,,,478.0,,2.0,
I,402.0,,,,34.218415211323276,,,,,479.0,,0.0,
I,403.0,,,,53.748764985323945,,,,,480.0,,1.0,
I,404.0,,,,85.43907907766155,,,,,481.0,,1.0,
I,405.0,,,,153.52103782835022,,,,,482.0,,0.0,
I,406.0,,,,76.91130717955116,,,,,483.0,,2.0,
I,407.0,,,,128.79143778443066,,,,,484.0,,2.0,
I,408.0,,,,189.99292510842344,,,,,485.0,,2.0,
I,409.0,,,,53.50062577499395,,,,,486.0,,0.0,
I,410.0,,,,91.08217517570148,,,,,487.0,,1.0,
I,411.0,,,,190.90338100303535,,,,,488.0,,1.0,
I,412.0,,,,57.764868714997505,,,,,489.0,,2.0,
I,413.0,,,,55.86281609087789,,,,,490.0,,4.0,
I,414.0,,,,81.18798176620237,,,,,491.0,,2.0,
I,415.0,,,,42.6818276922441,,,,,493.0,,3.0,
I,416.0,,,,57.73760602323161,,,,,494.0,,0.0,
I,417.0,,,,415.98637761285323,,,,,495.0,,3.0,
I,418.0,,,,141.61958829781682,,,,,496.0,,1.0,
I,419.0,,,,20.237259711540336,,,,,497.0,,0.0,
I,420.0,,,,134.97272881723705,,,,,498.0,,2.0,
I,421.0,,,,60.466734307729176,,,,,499.0,,0.0,
I,422.0,,,,158.30018764203942,,,,,500.0,,1.0,
I,423.0,,,,97.90079096082752,,,,,501.0,,1.0,
I,424.0,,,,84.4236208625533,,,,,502.0,,0.0,
I,425.0,,,,83.95670357547061,,,,,503.0,,0.0,
I,426.0,,,,75.3504467814507,,,,,504.0,,2.0,
I,427.0,,,,143.70920557349473,,,,,505.0,,4.0,
I,428.0,,,,96.04636870631059,,,,,506.0,,1.0,
I,429.0,,,,230.7950463709891,,,,,507.0,,0.0,
I,430.0,,,,118.52243954409309,,,,,508.0,,1.0,
I,431.0,,,,81.16008176954037,,,,,509.0,,0.0,
I,432.0,,,,94.15485070150417,,,,,510.0,,2.0,
I,433.0,,,,58.011114996633054,,,,,511.0,,1.0,
I,434.0,,,,88.36119189367763,,,,,512.0,,3.0,
I,435.0,,,,457.39101969344983,,,,,513.0,,0.0,
I,436.0,,,,37.34394210025726,,,,,514.0,,0.0,
I,437.0,,,,182.78919291043752,,,,,515.0,,1.0,
I,438.0,,,,45.5952422862451,,,,,516.0,,1.0,
I,439.0,,,,92.85921363760349,,,,,517.0,,0.0,
I,440.0,,,,137.54582656588397,,,,,518.0,,0.0,
I,441.0,,,,51.142529205219745,,,,,519.0,,0.0,
I,442.0,,,,91.01225087947425,,,,,520.0,,3.0,
I,443.0,,,,66.92397515181023,,,,,521.0,,0.0,
I,444.0,,,,114.68796201846928,,,,,522.0,,1.0,
I,445.0,,,,80.2140160610149,,,,,523.0,,1.0,
I,446.0,,,,681.6794850170776,,,,,524.0,,3.0,
I,447.0,,,,141.61619858761566,,,,,525.0,,1.0,
